Name,ID,Category,Food_Category,Energy Kcal,carb_g,protein_g,fat_g,fibre_g,Water,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,manganese_mg,zinc_mg,Vitamin A ug,Vitamin E_mg,Vitamin d3_ug,Vitamin k1_ug,Vitamin B9_ug,Vitamin B1 mg,Vitamin B2 mg,Vitamin B3 mg,Vitamin B5 mg,Vitamin B6 mg,Vitamin B9 ug,Vitamin c mg,Source
Pea paneer curry (Matar paneer),10090,Others,Curries (Gravy & Dry),134.83,9.29,6.61,7.75,3.3,73.05,105.2,92.18,27.99,157.34,188.18,1.08,0.14,4.83,0.35,1.01,0,2.54,0,24.29,45.8,0.12,0.04,0.69,0.44,0.12,45.8,21.07,Indian Nutrient Databank (INDB)
Pea mushroom curry (Matar mushroom),10091,Others,Curries (Gravy & Dry),93.3,7.41,3.87,5.16,3.86,79.7,22.7,48.39,26.49,155.48,234.06,0.97,0.13,0.66,0.35,0.54,0,2.54,0,26.55,30.47,0.12,0.03,0.79,0.43,0.14,30.47,21.07,Indian Nutrient Databank (INDB)
Pea curry (Matar ki sabzi),10092,Others,Curries (Gravy & Dry),102.99,9.2,4.51,5.11,4.44,76.74,24.48,42.77,30.42,154.75,221.62,1.2,0.16,0.96,0.41,0.71,0,2.57,0,32.27,38.85,0.16,0.03,0.9,0.47,0.15,38.85,27.99,Indian Nutrient Databank (INDB)
Pea vadi curry,10093,Others,Curries (Gravy & Dry),101.95,8.9,4.64,5.08,4.28,77.1,23.62,44.59,30.16,149.51,216.1,1.2,0.16,0.92,0.41,0.71,0,2.52,0,31.14,38.02,0.16,0.03,0.87,0.46,0.15,38.02,27.02,Indian Nutrient Databank (INDB)
Paneer curry,10094,Others,Curries (Gravy & Dry),176.52,8.4,7.8,12.38,1.4,70.02,189.06,139.48,21.83,216.09,142.72,0.81,0.09,8.68,0.27,1.18,0,3.38,0,11.45,47.23,0.03,0.05,0.33,0.33,0.08,47.23,9.9,Indian Nutrient Databank (INDB)
Lotus stem curry (Kamal kakdi curry),10095,Others,Curries (Gravy & Dry),110.34,9.24,1.53,7.25,3.14,78.84,26.59,44.69,21.82,217.05,345.65,1.71,0.14,1.81,0.74,0.29,0,3.64,0,27.92,22.46,0.05,0.03,0.44,0.22,0.14,22.46,19.77,Indian Nutrient Databank (INDB)
Gravy for kofta,10096,Others,Curries (Gravy & Dry),125.59,6.31,1.75,10.35,1.96,79.63,39.65,42.51,19.19,312.86,199.42,0.75,0.08,0.37,0.33,0.31,3.02,4.9,0,16.19,19.82,0.04,0.05,0.41,0.26,0.1,19.82,12.25,Indian Nutrient Databank (INDB)
Pea kofta curry (Matar kofta curry),10097,Others,Curries (Gravy & Dry),595.66,4.17,2.01,63.39,1.7,28.73,13.84,21.5,12.23,83.07,88.85,0.56,0.07,0.43,0.17,0.29,0.54,31.22,0,15.41,16.54,0.07,0.02,0.35,0.19,0.06,16.54,9.57,Indian Nutrient Databank (INDB)
Spinach kofta curry (Palak kofta curry),10098,Others,Curries (Gravy & Dry),571.78,3.56,1.09,61.49,0.92,32.94,29.31,17.9,20.78,104.51,158.65,0.83,0.06,0.75,0.29,0.17,0.52,30.4,0,67.09,31.12,0.05,0.03,0.21,0.09,0.05,31.12,7.94,Indian Nutrient Databank (INDB)
Paneer kofta curry,10099,Others,Curries (Gravy & Dry),670.91,3.27,2.39,72.06,0.4,21.88,59.49,44.26,7.07,121.72,48.29,0.34,0.03,2.55,0.08,0.36,0.6,34.68,0,7.57,13.94,0.01,0.02,0.1,0.1,0.02,13.94,2.43,Indian Nutrient Databank (INDB)
Lotus stem kofta curry (Kamal kakdi kofta curry),10100,Others,Curries (Gravy & Dry),633.56,5.01,0.96,67.76,1.01,25.26,19.31,20.67,7.8,108.61,109.38,0.65,0.05,0.87,0.23,0.13,0.57,33.33,0,11.86,7.9,0.03,0.02,0.2,0.07,0.04,7.9,5.28,Indian Nutrient Databank (INDB)
Raw banana kofta curry (Kela kofta curry),10101,Others,Curries (Gravy & Dry),627.27,3.4,0.62,67.98,0.59,27.41,9.23,12.07,6.84,88.4,71.35,0.28,0.03,0.1,0.11,0.09,0.58,33.46,0,7.41,6.42,0.02,0.02,0.17,0.09,0.05,6.42,3.25,Indian Nutrient Databank (INDB)
Cauliflower kofta curry (Phoolgobhi kofta curry),10102,Others,Curries (Gravy & Dry),641.1,2.62,1.04,69.62,1,25.72,12.26,18.15,7.82,93.65,82.16,0.4,0.03,0.2,0.13,0.13,0.59,34.23,0,9.19,12.59,0.02,0.02,0.16,0.14,0.04,12.59,7.59,Indian Nutrient Databank (INDB)
Cabbage kofta curry (Pattagobhi kofta curry),10103,Others,Curries (Gravy & Dry),639.81,2.87,0.98,69.4,0.9,25.85,15.46,16.56,7.32,92.85,72.21,0.34,0.03,0.28,0.12,0.11,0.59,34.14,0,19.54,12.68,0.02,0.02,0.16,0.1,0.04,12.68,6.11,Indian Nutrient Databank (INDB)
Ghiya/Lauki Kofta Curry,10104,Others,Curries (Gravy & Dry),638.71,2.71,0.89,69.4,0.83,26.17,11.64,15.07,6.58,91.43,60.75,0.33,0.03,0.36,0.12,0.11,0.59,34.14,0,7.88,12.22,0.02,0.01,0.14,0.14,0.03,12.22,3.07,Indian Nutrient Databank (INDB)
Spinach paneer kofta curry (Palak paneer kofta curry),10105,Others,Curries (Gravy & Dry),606.03,2.94,1.43,65.41,0.75,29.47,37.71,25.35,16.59,99.37,125.1,0.68,0.05,1.26,0.23,0.23,0.55,32.05,0,49.58,25.96,0.03,0.03,0.16,0.09,0.04,25.96,6.21,Indian Nutrient Databank (INDB)
Vegetarian egg kofta curry,10106,Others,Curries (Gravy & Dry),627.41,4.26,1.33,67.24,0.64,26.53,28.39,26.3,8.05,95.89,104.04,0.39,0.04,1.08,0.1,0.2,0.57,32.82,0,7.4,9.15,0.02,0.02,0.23,0.11,0.03,9.15,4.8,Indian Nutrient Databank (INDB)
Cauliflower musallam (Phoolgobhi musallam),10107,Others,Curries (Gravy & Dry),58.83,4.48,1.89,3.55,3.06,87.02,24.61,39.61,20.87,123.36,266.34,0.83,0.06,0.45,0.26,0.29,0,1.61,0,15.17,35.56,0.04,0.05,0.38,0.46,0.12,35.56,33.08,Indian Nutrient Databank (INDB)
Baked vegetables with spinach ,10108,Others,Sides,77.79,6.93,3.22,4.03,2.33,83.49,78.63,74.08,35.62,122.85,314.32,1.16,0.1,1.16,0.39,0.5,26.67,0.7,0,86.85,52.72,0.09,0.08,0.43,0.35,0.12,52.72,18.64,Indian Nutrient Databank (INDB)
Dum aloo,10109,Others,Curries (Gravy & Dry),682.33,3.33,0.7,74.01,0.68,21.28,16.49,19.14,8.63,183.85,119.55,0.36,0.04,0.34,0.15,0.12,1.25,36.27,0,6.8,5.13,0.02,0.02,0.21,0.1,0.03,5.13,4.38,Indian Nutrient Databank (INDB)
Spinach paneer (Palak paneer),10110,Others,Curries (Gravy & Dry),77.68,4.43,4.03,4.76,1.91,84.87,113.25,69.62,54.13,166.87,386.63,1.85,0.13,4.23,0.71,0.68,0,1.83,0,170.45,90.37,0.1,0.07,0.34,0.25,0.11,90.37,20.38,Indian Nutrient Databank (INDB)
Methi chaman,10111,Others,Curries (Gravy & Dry),475.62,2.78,1.54,50.91,0.53,44.24,60.57,41.04,12.51,54.94,115.42,0.63,0.04,0.54,0.14,0.19,0,24.42,0,41.01,14.16,0.03,0.06,0.14,0.18,0.05,14.16,6.32,Indian Nutrient Databank (INDB)
Sarson ka saag,10112,Others,Curries (Gravy & Dry),87.84,5.33,3,5.86,3.69,82.12,134.41,61.91,55.11,165.45,399.56,2.43,0.2,5.07,0.67,0.65,50.77,0.86,0,176.6,90.78,0.09,0.16,0.57,0.26,0.16,90.78,42.12,Indian Nutrient Databank (INDB)
Jackfruit sabzi (Kathal ki sabzi),10113,Others,Curries (Gravy & Dry),625.4,3.4,0.69,67.6,1.02,27.29,9.85,8.83,8.88,58.95,80.75,0.27,0.05,0.03,0.12,0.08,0,33.29,0,13.52,8.9,0.02,0.01,0.15,0.07,0.06,8.9,3.91,Indian Nutrient Databank (INDB)
Avial,10114,Others,Curries (Gravy & Dry),124.56,8.47,2.46,8.94,5.44,74.69,31.9,60.03,36.4,81.5,378.3,1.01,0.21,3.9,0.4,0.4,0,1.04,0,89.5,32.27,0.05,0.04,0.55,0.29,0.17,32.27,28.25,Indian Nutrient Databank (INDB)
Al yakhani,10115,Others,Curries (Gravy & Dry),147.54,4.65,2.86,13.14,1.27,78.08,103.88,84.26,18.73,206.24,198.35,0.46,0.04,1.71,0.46,0.42,12.07,5.77,0,3.07,26.19,0.05,0.12,0.2,0.46,0.06,26.19,2.33,Indian Nutrient Databank (INDB)
Shahi paneer,10116,Others,Curries (Gravy & Dry),156.5,6.64,5.06,12.34,1.4,74.56,125.38,97.37,18.29,215.35,170.6,0.62,0.07,4.74,0.24,0.76,92.19,0.66,0,13.53,30.3,0.04,0.07,0.45,0.28,0.09,30.3,11.89,Indian Nutrient Databank (INDB)
Methi malai paneer,10117,Others,Curries (Gravy & Dry),194.98,8.15,7.34,14.76,1.47,68.28,183.96,135.4,22.08,221.16,125.72,0.77,0.09,6.59,0.45,1.06,37.62,3.61,0,17.2,38.2,0.06,0.09,0.28,0.39,0.07,38.2,7.03,Indian Nutrient Databank (INDB)
Chilli paneer,10118,Others,Curries (Gravy & Dry),777.51,3.31,2.1,84.01,0.5,10.08,42.9,38.62,8.81,89.04,54.25,0.36,0.05,2.31,0.06,0.32,0.88,40.54,0,8.62,9.67,0.02,0.02,0.18,0.08,0.02,9.67,1.64,Indian Nutrient Databank (INDB)
Paneer makhana korma,10119,Others,Curries (Gravy & Dry),775.82,4.63,3.24,82.76,0.21,9.16,72.89,81.4,20.51,77.01,95.39,0.55,0.09,3.76,0.16,0.5,6.77,38.98,0,6.3,15.53,0.05,0.02,0.13,0.13,0.04,15.53,0.11,Indian Nutrient Databank (INDB)
Kadhai Paneer,10120,Others,Curries (Gravy & Dry),107.99,7.34,4.33,6.81,2.07,79.45,91.53,80.68,22.4,144.33,290.81,0.65,0.12,3.87,0.23,0.66,0,2.84,0,12.01,36.81,0.16,0.05,0.8,0.25,0.12,36.81,26.98,Indian Nutrient Databank (INDB)
Roghan josh,10121,Others,Curries (Gravy & Dry),139.59,4.93,9.56,9.02,2.08,74.41,112.33,106.87,21,204.31,294.04,1.77,0.08,0.78,0.71,0.3,3.56,1.35,0,13.33,15.4,0.11,0.12,3.22,0.19,0.07,15.4,5.26,Indian Nutrient Databank (INDB)
Spinach mutton (Palak mutton),10122,Others,Curries (Gravy & Dry),80.32,3.45,5.74,4.71,2.23,83.87,96.88,68.66,54.93,121.1,464.28,2.38,0.12,1.45,0.92,0.38,1.73,1.32,0,173.65,80.52,0.14,0.11,1.73,0.2,0.11,80.52,18.13,Indian Nutrient Databank (INDB)
Pea keema curry (Matar keema ki sabzi),10123,Others,Curries (Gravy & Dry),133,6.24,8.43,8.14,2.96,74.23,35.6,89.75,27.29,148.38,252.63,1.35,0.12,1.24,0.54,1.48,2.68,2.1,0,19.99,24.76,0.13,0.08,1.95,0.57,0.16,24.76,16.18,Indian Nutrient Databank (INDB)
Keema kofta curry,10124,Others,Curries (Gravy & Dry),154.45,5.64,9.77,10.39,1.51,72.69,49.89,118.72,22.07,311.51,251.56,1.25,0.08,4.44,0.41,1.65,19.41,2.27,0.06,8.13,15.98,0.08,0.12,2.11,0.6,0.15,15.98,5.87,Indian Nutrient Databank (INDB)
Kashmiri mutton koftas (Gushtaba),10125,Others,Curries (Gravy & Dry),97.42,3.04,6.33,6.77,0.62,83.24,52.53,86.43,15.88,130.11,171.55,0.85,0.05,0.95,0.4,1.14,18.05,0.79,0,1.14,7.39,0.05,0.1,1.41,0.36,0.09,7.39,1.06,Indian Nutrient Databank (INDB)
Mutton yakhni,10126,Others,Curries (Gravy & Dry),104.13,0.84,8.27,7.7,0.67,82.52,88.61,72.01,8.54,101.02,154.3,1.66,0.02,0.12,0.71,0.1,0,0.86,0,1.41,2.81,0.09,0.07,3.07,0.01,0.01,2.81,0.04,Indian Nutrient Databank (INDB)
Chicken yakhni,10127,Others,Curries (Gravy & Dry),99,0.78,10.66,6.1,0.62,81.84,28.24,91.52,17.47,97.38,175.38,0.93,0.15,8.94,0.67,0.47,3.31,0.93,0.66,1.3,5.25,0.06,0.03,3.96,0.56,0.26,5.25,0.04,Indian Nutrient Databank (INDB)
Mutton do piaza,10128,Others,Curries (Gravy & Dry),183.3,4.14,9.39,14.41,1.93,70.13,118.61,120.41,18.38,118.62,240.92,1.63,0.07,6.76,0.52,0.5,110.97,0.75,0.13,4.79,20.46,0.09,0.13,2.28,0.41,0.08,20.46,2.25,Indian Nutrient Databank (INDB)
Shammi kebab,10129,Others,Snacks,685.69,3.54,4.52,72.61,1.05,18.28,13.11,53.08,11.03,54.27,110.92,0.75,0.07,4.18,0.21,0.75,7.96,34.6,0.03,5.33,12,0.04,0.04,0.85,0.27,0.05,12,0.96,Indian Nutrient Databank (INDB)
Chicken curry,10130,Others,Curries (Gravy & Dry),129.22,3.38,11.79,7.57,1.41,75.85,27.29,107.81,21.89,108,253.49,0.87,0.19,9.56,0.42,0.56,4.07,1.56,0.7,8.57,15.61,0.07,0.05,4.28,0.71,0.32,15.61,6.77,Indian Nutrient Databank (INDB)
Tandoori chicken,10131,Others,Snacks,145.2,2.34,16.26,7.93,0.5,72.97,44.33,154.07,22.02,158,287.21,0.9,0.21,13.24,0.17,0.71,8.72,0.77,0.96,1.57,12.68,0.09,0.09,5.7,0.91,0.41,12.68,2.74,Indian Nutrient Databank (INDB)
Butter chicken,10132,Others,Curries (Gravy & Dry),137,3.74,10.92,8.7,1.32,75.32,25.28,102.52,23.27,26.21,319.53,0.92,0.2,8.61,0.27,0.51,48.98,0.82,0.63,9.53,14.84,0.14,0.05,4.13,0.62,0.3,14.84,11.86,Indian Nutrient Databank (INDB)
Chicken kebab,10133,Others,Snacks,729.41,1.11,3.71,78.89,0.21,16.08,3.46,31.71,5.24,69.76,62.67,0.28,0.06,3.02,0.08,0.15,1.12,38.19,0.22,5.52,3.09,0.02,0.01,1.33,0.21,0.09,3.09,0.33,Indian Nutrient Databank (INDB)
Chilli chicken,10134,Others,Curries (Gravy & Dry),198.83,2.86,9.57,16.56,0.99,70.02,12.97,84.35,16.48,223.75,207.3,0.66,0.14,8.2,0.17,0.39,2.7,6.5,0.58,6.13,13.33,0.05,0.04,3.34,0.61,0.25,13.33,14.27,Indian Nutrient Databank (INDB)
Fish curry (Machli curry),10135,Others,Curries (Gravy & Dry),111.13,3.77,8.76,6.69,1.89,78.89,52.06,101.87,24.11,184.71,241.98,1.09,0.08,20.64,0.7,0.53,2.63,3.64,0.33,8.35,15.93,0.03,0.04,1.16,0.61,0.15,15.93,8.85,Indian Nutrient Databank (INDB)
Fried fish (Indian style) (Tali hui machli),10136,Others,Sides,658.54,5.4,4.35,68.88,0.61,20.76,11.11,46.9,10.23,156.94,75.49,0.56,0.05,9.26,0.1,0.2,2.31,33.9,0.03,4.94,9.96,0.03,0.03,0.51,0.28,0.04,9.96,2.04,Indian Nutrient Databank (INDB)
Tomato fish,10137,Others,Curries (Gravy & Dry),489.79,3.18,2.39,51.91,0.72,41.8,6.46,31.48,9.64,91.47,115.54,0.24,0.04,3.11,0.07,0.13,7.09,25.29,0.06,9.56,7.94,0.02,0.01,0.35,0.21,0.05,7.94,7.76,Indian Nutrient Databank (INDB)
Fish tikka,10138,Others,Snacks,117.33,3.91,16,4.15,1.18,74.76,31.98,178.14,35.5,503.44,296.43,1.41,0.13,45.21,0.23,0.63,11.51,1.91,0.15,2.74,13.02,0.07,0.09,2.06,1.08,0.14,13.02,2.54,Indian Nutrient Databank (INDB)
Tandoori fish,10139,Others,Snacks,95.98,2.37,11.19,4.64,0.58,81.22,37.27,138.54,24.8,123.94,226.36,0.46,0.05,16.08,0.14,0.43,19.21,1.43,0.33,3.59,11.79,0.05,0.05,0.88,0.71,0.11,11.79,8.42,Indian Nutrient Databank (INDB)
"Paneer, apple and pineapple salad",10140,Others,Sides,95.08,8.35,3.88,5.07,1.65,81.05,103.05,86.94,22.73,176.63,185.05,0.84,0.09,4.11,0.32,0.61,31.24,0.22,0,21.05,26.04,0.04,0.09,0.2,0.26,0.09,26.04,9.81,Indian Nutrient Databank (INDB)
Hawain salad,10141,Others,Sides,175.23,14.35,4.27,11.37,3.93,66.08,61.03,72.06,27.74,64.92,204.64,1.12,0.16,3.83,0.52,0.65,22.41,0.72,0,25.04,31.73,0.08,0.06,0.55,0.31,0.12,31.73,13.28,Indian Nutrient Databank (INDB)
Mixed pulse and vegetable salad,10142,Others,Sides,83.12,13.96,4.74,0.84,2.96,77.5,51.63,93.24,49.99,127.78,442.65,2.13,0.23,4.05,0.52,0.78,0,0.31,0,32.48,62.14,0.1,0.07,0.72,0.51,0.13,62.14,14.02,Indian Nutrient Databank (INDB)
Sprouted moong salad ,10143,Others,Sides,37.81,5.48,2.29,0.74,0.95,90.54,54.56,55.09,22.92,116.38,254.18,1.45,0.06,1.73,0.18,0.39,4.12,0.05,0,25.53,24.42,0.06,0.08,0.42,0.24,0.09,24.42,13.67,Indian Nutrient Databank (INDB)
Potato salad (Aloo ka salaad),10144,Others,Sides,89.91,11.19,1.4,4.4,1.32,81.69,25.61,38.47,21.31,125.01,347.45,0.99,0.08,1.17,0.17,0.3,0,1.16,0,20.38,22.34,0.05,0.03,0.61,0.24,0.09,22.34,24.91,Indian Nutrient Databank (INDB)
Fruit salad (Phalon ka salaad),10145,Others,Sides,78.14,15.96,0.91,1.22,1.58,80.33,25.93,23.11,17.56,7.11,178.27,0.81,0.07,1.19,0.27,0.18,14.36,0.12,0,19.71,14.93,0.04,0.04,0.19,0.14,0.11,14.93,17.25,Indian Nutrient Databank (INDB)
Tomato onion raita (Tamatar aur pyaaz ka raita),10146,Others,Sides,59,7.08,3.74,1.84,0.97,86.37,120.62,106.97,18.22,165.21,237.73,0.26,0.04,1.2,0.08,0.5,15.76,0.09,0,6.85,19.57,0.05,0.16,0.32,0.38,0.1,19.57,8.47,Indian Nutrient Databank (INDB)
Peanut raita (Mungfali ka raita),10147,Others,Sides,150.39,9.3,8.59,8.98,1.89,71.24,174.6,204.42,49.52,235.83,351.78,0.74,0.16,2.19,0.28,1.11,22.83,0.75,0,1.18,29.9,0.14,0.24,2.06,0.58,0.13,29.9,2.11,Indian Nutrient Databank (INDB)
Sprouted moong raita ,10148,Others,Sides,60.89,6.13,4.62,2.19,0.16,86.9,139.44,125.15,18.57,189.2,208.77,0.86,0.01,1.32,0.05,0.57,18.34,0.04,0,0.62,17.68,0.07,0.2,0.26,0.41,0.1,17.68,2.35,Indian Nutrient Databank (INDB)
Bottle gourd raita (Ghiya/Lauki ka raita),10149,Others,Sides,56.31,5.76,3.98,2.07,0.85,87.34,138.26,118.27,17.56,188.37,234.32,0.23,0.02,1.9,0.06,0.52,18.34,0.04,0,1.31,25.87,0.05,0.18,0.21,0.52,0.08,25.87,3.12,Indian Nutrient Databank (INDB)
Cucumber raita (Kheere ka raita),10150,Others,Sides,59.13,6.35,4.04,2.08,0.86,86.67,138.58,122.31,20.66,189.96,253.64,0.29,0.02,1.37,0.04,0.53,18.34,0.04,0,3.31,17.63,0.05,0.18,0.28,0.48,0.09,17.63,3.7,Indian Nutrient Databank (INDB)
Carrot and spinach raita (Gajar aur palak ka raita),10151,Others,Sides,56.83,5.83,4,1.99,1.39,86.79,142.57,112.35,38.85,180.79,380.75,1.04,0.06,1.75,0.36,0.57,15.76,0.43,0,94.58,53.76,0.09,0.19,0.27,0.39,0.12,53.76,10.86,Indian Nutrient Databank (INDB)
Mint raita (Pudinay ka raita),10152,Others,Sides,77.59,7.65,5.64,2.96,0.34,83.41,198.22,166.11,22.5,274.38,292.83,0.37,0.01,2.13,0.04,0.71,26.75,0.06,0,4.04,19.7,0.06,0.27,0.25,0.49,0.11,19.7,2.81,Indian Nutrient Databank (INDB)
Potato raita (Aloo ka raita),10153,Others,Sides,75.38,10.24,4.22,2.04,0.75,82.75,132.31,124.59,21.94,183.37,376.28,0.34,0.04,1.54,0.06,0.56,17.76,0.06,0,1.34,17.14,0.06,0.18,0.52,0.45,0.11,17.14,9.72,Indian Nutrient Databank (INDB)
Boondi raita,10154,Others,Sides,687.72,3.96,2.19,73.83,0.46,19.56,49,47.88,7.4,99.18,79.71,0.24,0.02,0.61,0.07,0.23,6.39,36.03,0,5.21,11.5,0.03,0.07,0.14,0.16,0.04,11.5,0.24,Indian Nutrient Databank (INDB)
Sweet raita (Meetha raita),10155,Others,Sides,99.24,17.93,3.24,1.78,1.02,76.03,108.91,94.58,16.72,42.98,233.29,0.21,0.03,1.16,0.07,0.42,14.58,0.08,0,1.29,12.97,0.04,0.15,0.24,0.34,0.14,12.97,2.71,Indian Nutrient Databank (INDB)
Dahi vadas/Dahi bhalla,10156,Others,Snacks,667.73,5.49,2.96,70.4,0.97,20.18,49.03,65.23,17.84,79,152.37,0.49,0.06,2.18,0.14,0.38,6.1,34.32,0,6.15,10.63,0.03,0.07,0.19,0.33,0.04,10.63,0.33,Indian Nutrient Databank (INDB)
Gunjia,10157,Others,Desserts,667.34,5.68,2.98,70.28,1.13,19.93,48.16,65.47,17.83,77.9,154.16,0.5,0.06,2.15,0.13,0.38,6.01,33.88,0,5.6,10.91,0.03,0.07,0.19,0.32,0.04,10.91,0.29,Indian Nutrient Databank (INDB)
Saunth/Sonth chutney with tamarind/imli,10158,Others,Sides,141.53,33.55,1.01,0.15,0.93,64.36,54.74,38.95,46.27,244.38,267.27,2.71,0.1,0.3,0.29,0.23,0,0.03,0,0.95,5.61,0.06,0.02,0.27,0.09,0.22,5.61,0.54,Indian Nutrient Databank (INDB)
Rice kheer (Chawal ki kheer),10159,Others,Desserts,75.03,10.05,2.3,2.97,0.17,84.51,75.57,65.41,7.33,16.24,83.08,0.17,0.04,0.65,0.08,0.25,0,0.21,0,0.08,4.87,0.02,0.07,0.13,0.23,0.03,4.87,1.26,Indian Nutrient Databank (INDB)
Makhana kheer,10160,Others,Desserts,107.85,12.88,3.31,5,0.11,78.7,111.64,100.56,13.39,23.4,139.35,0.28,0.05,0.9,0.13,0.34,6.63,0.34,0,0.05,8.55,0.04,0.1,0.12,0.33,0.05,8.55,1.82,Indian Nutrient Databank (INDB)
Vermicelli kheer (Semiya/Seviyan ki kheer),10161,Others,Desserts,120.07,15.87,3.35,5,0.5,75.28,104.8,90.34,10.67,22.52,116.57,0.3,0.05,1.46,0.06,0.35,7.93,0.36,0,0.09,7.01,0.03,0.1,0.12,0.32,0.04,7.01,1.74,Indian Nutrient Databank (INDB)
Semolina kheer (Suji/Rava kheer),10162,Others,Desserts,113.21,15.88,3.43,4.2,0.51,75.98,105.99,91.64,10.71,22.66,122.23,0.34,0.06,1.33,0.11,0.4,0,0.32,0,0.1,7.61,0.04,0.1,0.14,0.33,0.04,7.61,1.76,Indian Nutrient Databank (INDB)
Paneer kheer,10163,Others,Desserts,105.31,10.03,4.53,5.37,0.07,80,144.66,114.02,10.91,23.81,112.75,0.26,0.05,2.84,0.03,0.54,0,0.29,0,0.04,14.45,0.03,0.1,0.1,0.34,0.04,14.45,1.75,Indian Nutrient Databank (INDB)
Cabbage kheer (Pattagobhi ki kheer),10164,Others,Desserts,83.51,9.73,2.87,3.8,0.51,83.09,102.74,83.04,10.99,22.67,136.05,0.24,0.04,0.94,0.05,0.31,0,0.29,0,17.81,13.17,0.03,0.1,0.12,0.31,0.05,13.17,6.82,Indian Nutrient Databank (INDB)
Carrot kheer (Gajar ki kheer),10165,Others,Desserts,85.35,10.09,2.81,3.85,0.73,82.52,100.12,85.07,10.8,28.54,142.34,0.28,0.05,0.81,0.06,0.32,0,0.32,0,2.93,9.66,0.03,0.09,0.12,0.32,0.05,9.66,2.57,Indian Nutrient Databank (INDB)
Cauliflower kheer (Phoolgobhi ki kheer),10166,Others,Desserts,81.95,8.78,3.04,3.95,0.55,83.68,101.75,87.52,11.22,25.19,145.2,0.3,0.04,0.86,0.05,0.33,0,0.28,0,1.92,12.11,0.03,0.1,0.12,0.36,0.05,12.11,7.86,Indian Nutrient Databank (INDB)
Moong dal kheer,10167,Others,Desserts,77.16,9.89,2.95,2.97,0.4,83.79,75.66,76.45,11.91,16.34,123.56,0.28,0.06,2.46,0.05,0.31,0,0.22,0,0.34,7.97,0.03,0.07,0.13,0.27,0.03,7.97,1.25,Indian Nutrient Databank (INDB)
Phirni,10168,Others,Desserts,116.12,16.11,3.49,4.34,0.36,75.7,104.57,96.3,11.53,22.47,114.51,0.23,0.06,0.93,0.08,0.39,0,0.39,0,0.17,7.01,0.04,0.1,0.27,0.34,0.05,7.01,1.74,Indian Nutrient Databank (INDB)
Semolina halwa (Suji ka halwa),10169,Others,Desserts,225.65,24.67,2.16,13.38,1.86,57.93,11.77,27.64,13.08,1.28,70.46,0.65,0.11,1.83,0.48,0.42,115.52,1.21,0,0.37,4.99,0.05,0.01,0.25,0.13,0.02,4.99,0.03,Indian Nutrient Databank (INDB)
Shahi suji halwa,10170,Others,Desserts,382.34,44.44,3.48,21.73,2.96,27.39,18.64,43.89,20.88,2.18,99.83,0.98,0.18,2.94,0.77,0.69,187.59,1.96,0,0.58,7.58,0.08,0.02,0.4,0.21,0.03,7.58,0.02,Indian Nutrient Databank (INDB)
Carrot halwa (Gajar ka halwa),10171,Others,Desserts,172.64,18.53,3.11,9.73,2.65,65.98,106.94,98.65,22.98,39.96,249.93,0.76,0.1,5.73,0.24,0.54,54.94,0.72,0,11.04,26.7,0.05,0.04,0.22,0.26,0.08,26.7,3.89,Indian Nutrient Databank (INDB)
Egg halwa (Ande ka halwa),10172,Others,Desserts,299.74,39.59,7.85,13.41,0.49,38.66,35.77,96.9,7.93,83.04,119.03,1.45,0.06,21.01,0.21,0.69,159.92,1.14,0.44,0.04,25.57,0.03,0.1,0.06,0.76,0.08,25.57,0,Indian Nutrient Databank (INDB)
Potato halwa (Aloo ka halwa),10173,Others,Desserts,151.66,29.18,1.53,3.48,1.64,64.17,14.15,41.83,25.15,4.23,451.73,0.63,0.11,0.7,0.27,0.3,23.34,0.56,0,1.83,13.11,0.05,0.01,0.88,0.31,0.08,13.11,18.34,Indian Nutrient Databank (INDB)
Pumpkin halwa (Kaddu ka halwa),10174,Others,Desserts,190.27,27.6,1.33,8.81,2.97,59.29,24.34,35.1,19.35,8.09,235.46,0.63,0.15,1.97,0.31,0.25,35.68,1.37,0,54.33,17.99,0.03,0.03,0.37,0.14,0.06,17.99,5.21,Indian Nutrient Databank (INDB)
Moong dal halwa,10175,Others,Desserts,349.8,40.23,8.35,17.68,2.65,31.09,110.4,172.44,46.78,11.19,386.87,1.51,0.28,18.24,0.44,1.05,130.49,1.04,0,1.91,36.19,0.11,0.05,0.54,0.45,0.06,36.19,0.03,Indian Nutrient Databank (INDB)
Apple mousse,10176,Others,Desserts,106.92,12.77,4.21,4.27,1.6,77.15,33.76,43.78,8.41,28.79,109.32,0.48,0.04,6.27,0.04,0.28,66.99,0.36,0.12,2.25,9.65,0.03,0.06,0.19,0.3,0.05,9.65,3.97,Indian Nutrient Databank (INDB)
Rich chocolate mousse,10177,Others,Desserts,188.26,10.84,7.96,12.19,0,69.01,54.59,97.37,26.66,51.71,128.77,0.97,0.18,10.32,0.02,0.68,167.28,0.63,0.2,0.22,15.03,0.03,0.11,0.13,0.45,0.05,15.03,0.33,Indian Nutrient Databank (INDB)
